sample_index,timestamp_ms,ai0,ai1
46,230.0,-0.0003216261105597473,-0.0003216261105597473
47,235.0,-0.00015726861176250384,7.0888869791035924e-06
48,240.0,-0.00015726861176250384,-0.00015726861176250384
49,245.0,7.0888869791035924e-06,-0.0003216261105597473
50,250.0,-0.0003216261105597473,-0.00015726861176250384
51,255.0,7.0888869791035924e-06,-0.0003216261105597473
52,260.0,-0.0003216261105597473,-0.00015726861176250384
53,265.0,-0.0003216261105597473,7.0888869791035924e-06
54,270.0,-0.00015726861176250384,0.00017144638566510273
55,275.0,-0.00015726861176250384,-0.0003216261105597473
56,280.0,-0.00015726861176250384,-0.00015726861176250384
57,285.0,-0.0003216261105597473,-0.00015726861176250384
58,290.0,-0.00015726861176250384,-0.00015726861176250384
59,295.0,-0.0003216261105597473,-0.00015726861176250384
60,300.0,7.0888869791035924e-06,-0.00015726861176250384
61,305.0,-0.00015726861176250384,-0.00015726861176250384
62,310.0,-0.00015726861176250384,-0.00015726861176250384
63,315.0,-0.00015726861176250384,-0.00015726861176250384
64,320.0,-0.00015726861176250384,-0.00015726861176250384
65,325.0,-0.0003216261105597473,-0.00015726861176250384
66,330.0,-0.0003216261105597473,-0.00015726861176250384
67,335.0,-0.00048598360941264074,-0.00015726861176250384
68,340.0,-0.00015726861176250384,-0.00015726861176250384
69,345.0,-0.00048598360941264074,-0.00015726861176250384
70,350.0,-0.0003216261105597473,-0.00015726861176250384
71,355.0,-0.0003216261105597473,-0.00015726861176250384
72,360.0,-0.0003216261105597473,-0.00015726861176250384
73,365.0,-0.00015726861176250384,-0.0003216261105597473
74,370.0,-0.00015726861176250384,-0.00015726861176250384
75,375.0,-0.00015726861176250384,-0.00015726861176250384
76,380.0,7.0888869791035924e-06,7.0888869791035924e-06
77,385.0,-0.0003216261105597473,-0.0003216261105597473
78,390.0,-0.0003216261105597473,7.0888869791035924e-06
79,395.0,-0.0003216261105597473,-0.0003216261105597473
80,400.0,-0.00015726861176250384,7.0888869791035924e-06
81,405.0,-0.00015726861176250384,7.0888869791035924e-06
82,410.0,-0.00015726861176250384,-0.00015726861176250384
83,415.0,-0.00015726861176250384,-0.0003216261105597473
84,420.0,-0.00048598360941264074,0.00017144638566510273
85,425.0,-0.00048598360941264074,-0.0003216261105597473
86,430.0,-0.00015726861176250384,-0.00015726861176250384
87,435.0,-0.00015726861176250384,-0.00015726861176250384
88,440.0,7.0888869791035924e-06,7.0888869791035924e-06
89,445.0,-0.0003216261105597473,7.0888869791035924e-06
90,450.0,-0.00015726861176250384,-0.0003216261105597473
91,455.0,-0.00015726861176250384,-0.00015726861176250384
92,460.0,-0.00048598360941264074,-0.0003216261105597473
93,465.0,-0.00015726861176250384,-0.0003216261105597473
94,470.0,-0.0003216261105597473,-0.00015726861176250384
95,475.0,-0.0003216261105597473,-0.00015726861176250384
96,480.0,-0.0003216261105597473,-0.0003216261105597473
97,485.0,-0.0003216261105597473,-0.0003216261105597473
98,490.0,-0.0003216261105597473,-0.00015726861176250384
99,495.0,-0.0003216261105597473,-0.0003216261105597473
100,500.0,-0.00048598360941264074,-0.00015726861176250384
101,505.0,7.0888869791035924e-06,-0.00015726861176250384
102,510.0,-0.00015726861176250384,-0.0003216261105597473
103,515.0,-0.00015726861176250384,-0.00048598360941264074
104,520.0,7.0888869791035924e-06,-0.00015726861176250384
105,525.0,-0.00015726861176250384,-0.00015726861176250384
106,530.0,-0.00015726861176250384,-0.00015726861176250384
107,535.0,-0.00015726861176250384,-0.00015726861176250384
108,540.0,-0.00015726861176250384,-0.0003216261105597473
109,545.0,-0.0003216261105597473,-0.00048598360941264074
110,550.0,-0.00048598360941264074,-0.00015726861176250384
111,555.0,-0.00015726861176250384,7.0888869791035924e-06
112,560.0,-0.0003216261105597473,-0.0003216261105597473
113,565.0,-0.00015726861176250384,-0.00015726861176250384
114,570.0,-0.00015726861176250384,-0.00015726861176250384
115,575.0,-0.00015726861176250384,-0.00015726861176250384
116,580.0,-0.00015726861176250384,-0.0003216261105597473
117,585.0,-0.00015726861176250384,-0.00015726861176250384
118,590.0,-0.00015726861176250384,-0.00015726861176250384
119,595.0,-0.0003216261105597473,-0.0003216261105597473
120,600.0,-0.00015726861176250384,-0.00015726861176250384
121,605.0,-0.0003216261105597473,7.0888869791035924e-06
122,610.0,-0.0003216261105597473,-0.0003216261105597473
123,615.0,-0.0003216261105597473,-0.00015726861176250384
124,620.0,-0.0003216261105597473,-0.00015726861176250384
125,625.0,-0.00015726861176250384,-0.0003216261105597473
126,630.0,-0.0003216261105597473,-0.0003216261105597473
127,635.0,7.0888869791035924e-06,-0.0003216261105597473
128,640.0,-0.00015726861176250384,-0.00015726861176250384
129,645.0,-0.00015726861176250384,-0.00015726861176250384
130,650.0,-0.00015726861176250384,-0.0003216261105597473
131,655.0,-0.00015726861176250384,-0.00015726861176250384
132,660.0,-0.00015726861176250384,-0.00015726861176250384
133,665.0,-0.0003216261105597473,-0.00015726861176250384
134,670.0,-0.00015726861176250384,-0.00015726861176250384
135,675.0,-0.0003216261105597473,-0.00015726861176250384
136,680.0,-0.00048598360941264074,-0.00015726861176250384
137,685.0,-0.00015726861176250384,-0.0003216261105597473
138,690.0,-0.0003216261105597473,-0.00015726861176250384
139,695.0,-0.00048598360941264074,-0.0003216261105597473
140,700.0,-0.00015726861176250384,-0.00015726861176250384
141,705.0,-0.0003216261105597473,-0.00015726861176250384
142,710.0,-0.00015726861176250384,-0.00015726861176250384
143,715.0,-0.0003216261105597473,-0.00015726861176250384
144,720.0,-0.00015726861176250384,-0.00015726861176250384
145,725.0,-0.00015726861176250384,-0.00015726861176250384
146,730.0,-0.00015726861176250384,-0.0003216261105597473
147,735.0,-0.00015726861176250384,-0.00015726861176250384
148,740.0,-0.0003216261105597473,-0.0003216261105597473
149,745.0,-0.00048598360941264074,-0.00015726861176250384
150,750.0,-0.0003216261105597473,7.0888869791035924e-06
151,755.0,-0.00015726861176250384,-0.0003216261105597473
152,760.0,-0.00015726861176250384,-0.0003216261105597473
153,765.0,-0.00048598360941264074,-0.0003216261105597473
154,770.0,-0.00015726861176250384,-0.00015726861176250384
155,775.0,-0.00015726861176250384,-0.0003216261105597473
156,780.0,-0.0003216261105597473,-0.00015726861176250384
157,785.0,7.0888869791035924e-06,-0.00015726861176250384
158,790.0,-0.0003216261105597473,-0.0003216261105597473
159,795.0,-0.0003216261105597473,-0.00015726861176250384
160,800.0,-0.0003216261105597473,-0.0003216261105597473
161,805.0,-0.0003216261105597473,7.0888869791035924e-06
162,810.0,-0.0003216261105597473,-0.00015726861176250384
163,815.0,-0.0003216261105597473,-0.0003216261105597473
164,820.0,-0.00048598360941264074,7.0888869791035924e-06
165,825.0,-0.00048598360941264074,-0.00015726861176250384
166,830.0,-0.0003216261105597473,-0.00015726861176250384
167,835.0,-0.00048598360941264074,7.0888869791035924e-06
168,840.0,-0.00015726861176250384,-0.0003216261105597473
169,845.0,-0.00015726861176250384,-0.0003216261105597473
170,850.0,-0.00015726861176250384,-0.0003216261105597473
171,855.0,7.0888869791035924e-06,-0.0003216261105597473
172,860.0,7.0888869791035924e-06,-0.00015726861176250384
173,865.0,-0.00048598360941264074,-0.00015726861176250384
174,870.0,-0.00015726861176250384,-0.0003216261105597473
175,875.0,7.0888869791035924e-06,-0.00015726861176250384
176,880.0,-0.0003216261105597473,-0.0003216261105597473
177,885.0,-0.00015726861176250384,-0.00015726861176250384
178,890.0,-0.00048598360941264074,-0.00015726861176250384
179,895.0,-0.0003216261105597473,7.0888869791035924e-06
180,900.0,7.0888869791035924e-06,-0.00015726861176250384
181,905.0,-0.00015726861176250384,-0.00015726861176250384
182,910.0,-0.00048598360941264074,-0.00015726861176250384
183,915.0,-0.00015726861176250384,-0.0003216261105597473
184,920.0,7.0888869791035924e-06,-0.0003216261105597473
185,925.0,-0.00015726861176250384,-0.0003216261105597473
186,930.0,-0.0003216261105597473,-0.0003216261105597473
187,935.0,-0.00015726861176250384,-0.00015726861176250384
188,940.0,-0.00015726861176250384,-0.00015726861176250384
189,945.0,-0.00015726861176250384,-0.0003216261105597473
190,950.0,-0.0003216261105597473,-0.00015726861176250384
191,955.0,-0.0003216261105597473,-0.00015726861176250384
192,960.0,-0.0003216261105597473,-0.00015726861176250384
193,965.0,-0.00048598360941264074,-0.0003216261105597473
194,970.0,-0.0003216261105597473,-0.00015726861176250384
195,975.0,-0.00015726861176250384,-0.00015726861176250384
196,980.0,-0.00015726861176250384,-0.00015726861176250384
197,985.0,-0.0003216261105597473,-0.00015726861176250384
198,990.0,-0.0003216261105597473,7.0888869791035924e-06
199,995.0,-0.00015726861176250384,7.0888869791035924e-06
200,1000.0,-0.0003216261105597473,-0.00015726861176250384
201,1004.9999999999999,-0.0003216261105597473,-0.00015726861176250384
202,1010.0,-0.0003216261105597473,-0.0003216261105597473
203,1014.9999999999999,-0.00015726861176250384,7.0888869791035924e-06
204,1020.0,-0.00048598360941264074,-0.0003216261105597473
205,1025.0,-0.00015726861176250384,-0.00048598360941264074
206,1030.0,-0.0003216261105597473,-0.00015726861176250384
207,1035.0,-0.0003216261105597473,-0.0003216261105597473
208,1040.0,-0.0003216261105597473,-0.00015726861176250384
209,1045.0,-0.0003216261105597473,7.0888869791035924e-06
210,1050.0,-0.00015726861176250384,-0.0003216261105597473
211,1055.0,7.0888869791035924e-06,-0.0003216261105597473
212,1060.0,-0.00015726861176250384,-0.0003216261105597473
213,1065.0,-0.00015726861176250384,-0.00015726861176250384
214,1070.0,-0.00048598360941264074,-0.00015726861176250384
215,1075.0,-0.00015726861176250384,7.0888869791035924e-06
216,1080.0,-0.0003216261105597473,-0.00015726861176250384
217,1085.0,-0.0003216261105597473,-0.00015726861176250384
218,1090.0,-0.0003216261105597473,-0.00015726861176250384
219,1095.0,-0.0003216261105597473,-0.0003216261105597473
220,1100.0,-0.00015726861176250384,-0.00015726861176250384
221,1105.0,-0.0003216261105597473,-0.00015726861176250384
222,1110.0,-0.00015726861176250384,-0.00015726861176250384
223,1115.0,-0.0003216261105597473,-0.00015726861176250384
224,1120.0,7.0888869791035924e-06,-0.00015726861176250384
225,1125.0,7.0888869791035924e-06,-0.0003216261105597473
226,1130.0,-0.0003216261105597473,7.0888869791035924e-06
227,1135.0,-0.00015726861176250384,-0.00015726861176250384
228,1140.0,-0.00015726861176250384,-0.0003216261105597473
229,1145.0,-0.0003216261105597473,7.0888869791035924e-06
230,1150.0,-0.00048598360941264074,-0.0003216261105597473
231,1155.0,-0.0003216261105597473,-0.00015726861176250384
232,1160.0,-0.00015726861176250384,-0.00015726861176250384
233,1165.0,-0.00015726861176250384,-0.0003216261105597473
234,1170.0,-0.0003216261105597473,-0.0003216261105597473
235,1175.0,-0.00015726861176250384,-0.00015726861176250384
236,1180.0,-0.00015726861176250384,7.0888869791035924e-06
237,1185.0,-0.00015726861176250384,7.0888869791035924e-06
238,1190.0,7.0888869791035924e-06,-0.00015726861176250384
239,1195.0,-0.00015726861176250384,-0.00015726861176250384
240,1200.0,-0.00048598360941264074,-0.0003216261105597473
241,1205.0,-0.00015726861176250384,-0.00015726861176250384
242,1210.0,-0.00015726861176250384,-0.00015726861176250384
243,1215.0,-0.0003216261105597473,0.00017144638566510273
244,1220.0,7.0888869791035924e-06,-0.00015726861176250384
245,1225.0,-0.00015726861176250384,-0.00015726861176250384
246,1230.0,-0.0003216261105597473,-0.00015726861176250384
247,1235.0,-0.0003216261105597473,-0.00015726861176250384
248,1240.0,-0.00015726861176250384,-0.00015726861176250384
249,1245.0,7.0888869791035924e-06,-0.00015726861176250384
250,1250.0,-0.00015726861176250384,-0.00015726861176250384
251,1255.0,-0.00015726861176250384,-0.00015726861176250384
252,1260.0,-0.00015726861176250384,-0.00015726861176250384
253,1265.0,-0.00015726861176250384,-0.00015726861176250384
254,1270.0,-0.00015726861176250384,7.0888869791035924e-06
255,1275.0,-0.0003216261105597473,-0.00015726861176250384
256,1280.0,-0.00015726861176250384,-0.0003216261105597473
257,1285.0,-0.0003216261105597473,-0.0003216261105597473
258,1290.0,-0.0003216261105597473,-0.00015726861176250384
259,1295.0,-0.0003216261105597473,7.0888869791035924e-06
260,1300.0,-0.0003216261105597473,-0.0003216261105597473
261,1305.0,-0.00015726861176250384,-0.00015726861176250384
262,1310.0,-0.0003216261105597473,-0.0003216261105597473
263,1315.0,-0.00015726861176250384,7.0888869791035924e-06
264,1320.0,-0.00015726861176250384,-0.0003216261105597473
265,1325.0,7.0888869791035924e-06,-0.0003216261105597473
266,1330.0,-0.0003216261105597473,-0.00048598360941264074
267,1335.0,-0.0003216261105597473,7.0888869791035924e-06
268,1340.0,-0.00015726861176250384,-0.0003216261105597473
269,1345.0,-0.00015726861176250384,7.0888869791035924e-06
270,1350.0,-0.00015726861176250384,-0.00015726861176250384
271,1355.0,-0.0003216261105597473,-0.0003216261105597473
272,1360.0,-0.00015726861176250384,-0.00048598360941264074
273,1365.0,-0.00015726861176250384,-0.0003216261105597473
274,1370.0,-0.00015726861176250384,-0.0003216261105597473
275,1375.0,-0.00015726861176250384,-0.00015726861176250384
276,1380.0,-0.00015726861176250384,-0.0003216261105597473
277,1385.0,-0.00015726861176250384,7.0888869791035924e-06
278,1390.0,-0.00015726861176250384,-0.0003216261105597473
279,1395.0,-0.0003216261105597473,7.0888869791035924e-06
280,1400.0,-0.0003216261105597473,-0.00015726861176250384
281,1405.0,-0.00015726861176250384,-0.00015726861176250384
282,1410.0,-0.00048598360941264074,-0.00015726861176250384
283,1415.0,-0.00048598360941264074,-0.00015726861176250384
284,1420.0,-0.00015726861176250384,-0.0003216261105597473
285,1425.0,-0.0003216261105597473,-0.0003216261105597473
286,1430.0,-0.0003216261105597473,-0.0003216261105597473
287,1435.0,-0.00015726861176250384,7.0888869791035924e-06
288,1440.0,-0.00015726861176250384,-0.00015726861176250384
289,1445.0,-0.00015726861176250384,-0.00015726861176250384
290,1450.0,-0.00015726861176250384,-0.0003216261105597473
291,1455.0,7.0888869791035924e-06,-0.0003216261105597473
292,1460.0,-0.00015726861176250384,-0.00015726861176250384
293,1465.0,-0.0003216261105597473,-0.00048598360941264074
294,1470.0,-0.00015726861176250384,-0.00015726861176250384
295,1475.0,-0.0003216261105597473,-0.00015726861176250384
296,1480.0,-0.00048598360941264074,-0.0003216261105597473
297,1485.0,-0.0003216261105597473,-0.00015726861176250384
298,1490.0,-0.0003216261105597473,-0.00048598360941264074
299,1495.0,7.0888869791035924e-06,-0.0003216261105597473
300,1500.0,-0.0003216261105597473,-0.00015726861176250384
301,1505.0,-0.0003216261105597473,-0.00015726861176250384
302,1510.0,-0.0003216261105597473,-0.00015726861176250384
303,1515.0,-0.0003216261105597473,-0.00015726861176250384
304,1520.0,7.0888869791035924e-06,-0.00015726861176250384
305,1525.0,-0.00048598360941264074,-0.0003216261105597473
306,1530.0,-0.00015726861176250384,-0.00015726861176250384
307,1535.0,-0.0003216261105597473,-0.00015726861176250384
308,1540.0,-0.00015726861176250384,-0.00015726861176250384
309,1545.0,-0.0003216261105597473,-0.0003216261105597473
310,1550.0,-0.0003216261105597473,-0.0003216261105597473
311,1555.0,7.0888869791035924e-06,-0.0003216261105597473
312,1560.0,-0.0003216261105597473,-0.00015726861176250384
313,1565.0,-0.00015726861176250384,-0.00015726861176250384
314,1570.0,7.0888869791035924e-06,-0.00015726861176250384
315,1575.0,-0.0003216261105597473,7.0888869791035924e-06
316,1580.0,7.0888869791035924e-06,-0.0003216261105597473
317,1585.0,7.0888869791035924e-06,-0.0003216261105597473
318,1590.0,-0.00015726861176250384,-0.00015726861176250384
319,1595.0,-0.0003216261105597473,-0.00015726861176250384
320,1600.0,0.00017144638566510273,-0.0003216261105597473
321,1605.0,-0.0003216261105597473,-0.00015726861176250384
322,1610.0,-0.00015726861176250384,-0.00015726861176250384
323,1615.0,-0.0003216261105597473,7.0888869791035924e-06
324,1620.0,-0.0003216261105597473,-0.00015726861176250384
325,1625.0,-0.0003216261105597473,-0.00015726861176250384
326,1630.0,-0.0003216261105597473,-0.00015726861176250384
327,1635.0,-0.00015726861176250384,-0.00015726861176250384
328,1640.0,-0.0003216261105597473,-0.00015726861176250384
329,1645.0,-0.00015726861176250384,-0.0003216261105597473
330,1650.0,-0.00015726861176250384,-0.0003216261105597473
331,1655.0,7.0888869791035924e-06,-0.0003216261105597473
332,1660.0,-0.0003216261105597473,-0.0003216261105597473
333,1665.0,-0.00015726861176250384,-0.00015726861176250384
334,1670.0,7.0888869791035924e-06,-0.0003216261105597473
335,1675.0,-0.0003216261105597473,-0.00015726861176250384
336,1680.0,-0.00015726861176250384,-0.00015726861176250384
337,1685.0,-0.0003216261105597473,-0.00015726861176250384
338,1690.0,-0.0003216261105597473,-0.00015726861176250384
339,1695.0,-0.0003216261105597473,-0.00015726861176250384
340,1700.0,-0.0003216261105597473,7.0888869791035924e-06
341,1705.0,-0.0003216261105597473,-0.0003216261105597473
342,1710.0,-0.0003216261105597473,-0.00015726861176250384
343,1715.0,-0.0003216261105597473,-0.0003216261105597473
344,1720.0,-0.00015726861176250384,7.0888869791035924e-06
345,1725.0,7.0888869791035924e-06,-0.00015726861176250384
346,1730.0,-0.00015726861176250384,-0.0003216261105597473
347,1735.0,-0.00015726861176250384,7.0888869791035924e-06
348,1740.0,-0.0003216261105597473,7.0888869791035924e-06
349,1745.0,-0.00015726861176250384,-0.0003216261105597473
350,1750.0,-0.0003216261105597473,-0.00015726861176250384
351,1755.0,-0.00048598360941264074,-0.00015726861176250384
352,1760.0,-0.0003216261105597473,-0.00015726861176250384
353,1765.0,-0.0003216261105597473,7.0888869791035924e-06
354,1770.0,-0.0003216261105597473,-0.00015726861176250384
355,1775.0,-0.00015726861176250384,-0.0003216261105597473
356,1780.0,-0.00015726861176250384,-0.00015726861176250384
357,1785.0,7.0888869791035924e-06,-0.00015726861176250384
358,1790.0,-0.0003216261105597473,-0.0003216261105597473
359,1795.0,-0.0003216261105597473,-0.0003216261105597473
360,1800.0,-0.00015726861176250384,-0.0003216261105597473
361,1805.0,-0.00015726861176250384,7.0888869791035924e-06
362,1810.0,-0.0003216261105597473,-0.0003216261105597473
363,1815.0,-0.00048598360941264074,-0.00015726861176250384
364,1820.0,-0.00015726861176250384,-0.00015726861176250384
365,1825.0,-0.0003216261105597473,-0.00015726861176250384
366,1830.0,-0.0003216261105597473,-0.00015726861176250384
367,1835.0,-0.00015726861176250384,-0.00015726861176250384
368,1840.0,-0.0003216261105597473,-0.00015726861176250384
369,1845.0,-0.0003216261105597473,-0.00015726861176250384
370,1850.0,-0.0003216261105597473,-0.0003216261105597473
371,1855.0,-0.00015726861176250384,-0.00015726861176250384
372,1860.0,-0.0003216261105597473,-0.00015726861176250384
373,1865.0,-0.00015726861176250384,-0.0003216261105597473
374,1870.0,0.00017144638566510273,-0.00015726861176250384
375,1875.0,-0.0003216261105597473,-0.00015726861176250384
376,1880.0,-0.00015726861176250384,-0.0003216261105597473
377,1885.0,-0.00015726861176250384,-0.0003216261105597473
378,1890.0,-0.00015726861176250384,-0.0003216261105597473
379,1895.0,-0.00015726861176250384,-0.00015726861176250384
380,1900.0,-0.0003216261105597473,-0.00015726861176250384
381,1905.0,-0.00015726861176250384,7.0888869791035924e-06
382,1910.0,-0.00048598360941264074,-0.0003216261105597473
383,1915.0,-0.00015726861176250384,-0.0003216261105597473
384,1920.0,-0.00015726861176250384,-0.00015726861176250384
385,1925.0,7.0888869791035924e-06,-0.0003216261105597473
386,1930.0,-0.0003216261105597473,7.0888869791035924e-06
387,1935.0,-0.00015726861176250384,-0.00015726861176250384
388,1940.0,-0.0003216261105597473,7.0888869791035924e-06
389,1945.0,-0.0003216261105597473,-0.00015726861176250384
390,1950.0,-0.00015726861176250384,-0.00015726861176250384
391,1955.0,-0.00015726861176250384,-0.00015726861176250384
392,1960.0,-0.00015726861176250384,-0.0003216261105597473
393,1965.0,-0.00048598360941264074,-0.00015726861176250384
394,1970.0,-0.00015726861176250384,-0.0003216261105597473
395,1975.0,-0.00015726861176250384,7.0888869791035924e-06
396,1980.0,-0.0003216261105597473,-0.0003216261105597473
397,1985.0,-0.0003216261105597473,-0.00015726861176250384
398,1990.0,-0.00048598360941264074,-0.00015726861176250384
399,1995.0,-0.00015726861176250384,-0.00015726861176250384
400,2000.0,-0.00015726861176250384,-0.00015726861176250384
401,2005.0,7.0888869791035924e-06,-0.00015726861176250384
402,2009.9999999999998,-0.00015726861176250384,7.0888869791035924e-06
403,2015.0000000000002,-0.0003216261105597473,-0.00015726861176250384
404,2020.0,-0.00015726861176250384,7.0888869791035924e-06
405,2025.0,-0.0003216261105597473,-0.00015726861176250384
406,2029.9999999999998,-0.0003216261105597473,-0.0003216261105597473
407,2035.0000000000002,-0.0003216261105597473,-0.00015726861176250384
408,2040.0,-0.00015726861176250384,-0.0003216261105597473
409,2045.0,-0.00015726861176250384,-0.00048598360941264074
410,2050.0,-0.00015726861176250384,7.0888869791035924e-06
411,2055.0,7.0888869791035924e-06,-0.0003216261105597473
412,2060.0,-0.00015726861176250384,-0.00015726861176250384
413,2065.0,-0.00015726861176250384,-0.0003216261105597473
414,2070.0,-0.0003216261105597473,-0.00015726861176250384
415,2075.0,7.0888869791035924e-06,-0.00015726861176250384
416,2080.0,-0.00015726861176250384,-0.00015726861176250384
417,2085.0,-0.0003216261105597473,-0.00015726861176250384
418,2090.0,-0.00015726861176250384,-0.00015726861176250384
419,2095.0,-0.0003216261105597473,-0.00015726861176250384
420,2100.0,-0.0003216261105597473,-0.00015726861176250384
421,2105.0,-0.00048598360941264074,-0.0003216261105597473
422,2110.0,-0.00015726861176250384,-0.0003216261105597473
423,2115.0,-0.0003216261105597473,-0.0003216261105597473
424,2120.0,-0.00015726861176250384,7.0888869791035924e-06
425,2125.0,7.0888869791035924e-06,-0.0003216261105597473
426,2130.0,-0.00015726861176250384,-0.00015726861176250384
427,2135.0,-0.00015726861176250384,-0.00015726861176250384
428,2140.0,-0.00015726861176250384,-0.00015726861176250384
429,2145.0,-0.0003216261105597473,-0.00015726861176250384
430,2150.0,7.0888869791035924e-06,-0.00015726861176250384
431,2155.0,-0.00015726861176250384,-0.00015726861176250384
432,2160.0,-0.0003216261105597473,-0.00015726861176250384
433,2165.0,-0.00015726861176250384,7.0888869791035924e-06
434,2170.0,-0.0003216261105597473,-0.00015726861176250384
435,2175.0,-0.0003216261105597473,-0.00015726861176250384
436,2180.0,-0.00015726861176250384,-0.00048598360941264074
437,2185.0,-0.00015726861176250384,7.0888869791035924e-06
438,2190.0,-0.00015726861176250384,-0.0003216261105597473
439,2195.0,-0.00015726861176250384,-0.0003216261105597473
440,2200.0,-0.00015726861176250384,-0.0003216261105597473
441,2205.0,-0.00015726861176250384,-0.00015726861176250384
442,2210.0,-0.0003216261105597473,-0.00015726861176250384
443,2215.0,-0.00015726861176250384,-0.00015726861176250384
444,2220.0,-0.0003216261105597473,-0.00015726861176250384
445,2225.0,-0.0003216261105597473,-0.00015726861176250384
446,2230.0,-0.0003216261105597473,-0.0003216261105597473
447,2235.0,-0.0003216261105597473,-0.00015726861176250384
448,2240.0,-0.00015726861176250384,7.0888869791035924e-06
449,2245.0,-0.0003216261105597473,-0.00015726861176250384
450,2250.0,7.0888869791035924e-06,7.0888869791035924e-06
451,2255.0,7.0888869791035924e-06,-0.00015726861176250384
452,2260.0,-0.00015726861176250384,-0.00015726861176250384
453,2265.0,-0.00015726861176250384,-0.0003216261105597473
454,2270.0,7.0888869791035924e-06,-0.0003216261105597473
455,2275.0,-0.00015726861176250384,-0.00015726861176250384
456,2280.0,-0.0003216261105597473,7.0888869791035924e-06
457,2285.0,-0.00015726861176250384,-0.00015726861176250384
458,2290.0,-0.0003216261105597473,-0.00015726861176250384
459,2295.0,-0.00015726861176250384,-0.0003216261105597473
460,2300.0,-0.0003216261105597473,7.0888869791035924e-06
461,2305.0,-0.0003216261105597473,-0.00015726861176250384
462,2310.0,-0.00048598360941264074,-0.0003216261105597473
463,2315.0,-0.0003216261105597473,7.0888869791035924e-06
464,2320.0,7.0888869791035924e-06,-0.00015726861176250384
465,2325.0,-0.00015726861176250384,-0.00015726861176250384
466,2330.0,-0.0003216261105597473,-0.00015726861176250384
467,2335.0,7.0888869791035924e-06,-0.00015726861176250384
468,2340.0,-0.0003216261105597473,-0.00015726861176250384
469,2345.0,-0.0003216261105597473,-0.0003216261105597473
470,2350.0,-0.00048598360941264074,-0.00015726861176250384
471,2355.0,-0.00015726861176250384,-0.00015726861176250384
472,2360.0,-0.00048598360941264074,-0.00015726861176250384
473,2365.0,-0.0003216261105597473,-0.00015726861176250384
474,2370.0,-0.0003216261105597473,-0.00015726861176250384
475,2375.0,-0.00015726861176250384,-0.0003216261105597473
476,2380.0,-0.0003216261105597473,-0.0003216261105597473
477,2385.0,-0.0003216261105597473,-0.00015726861176250384
478,2390.0,-0.00015726861176250384,7.0888869791035924e-06
479,2395.0,-0.00015726861176250384,-0.00015726861176250384
480,2400.0,-0.00015726861176250384,-0.00015726861176250384
481,2405.0,7.0888869791035924e-06,7.0888869791035924e-06
482,2410.0,7.0888869791035924e-06,-0.00015726861176250384
